Policy ID,Insurance Provider,Policy Name,Coverage Type,Premium Amount (Annual),Coverage Details,Eligibility Criteria,Network Hospitals,Claim Settlement Ratio (%),Waiting Period,Exclusions,Additional Benefits,Category
POL4431,Blue Cross,Corporate Shield,Corporate,28118,"Hospitalization, OPD","60+ years, Medical Checkup Required",192,82.33,6 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL4432,Humana,Comprehensive Plus,Senior Citizen,8146,Full Coverage,"18-60 years, No pre-existing conditions",247,71.9,2 years,Dental & Vision,24/7 Teleconsultation,Seniors
POL4433,Kaiser Permanente,Family Protect,Family,24593,Full Coverage,"18-60 years, No pre-existing conditions",364,87.73,3 months,Cosmetic Surgery,Fitness Membership,Seniors
POL4434,Cigna,Basic Care,Family,14430,"Hospitalization, OPD","Self-employed, Tax Benefits",375,84.28,3 months,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4435,UnitedHealth,Comprehensive Plus,Family,21977,"Hospitalization, OPD","18-60 years, No pre-existing conditions",77,91.92,1 year,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL4436,Aetna,Corporate Shield,Corporate,38175,Full Coverage,"Employed, Company-sponsored",359,71.05,6 months,Maternity Benefits,Free Annual Checkup,Corporate
POL4437,MetLife,Corporate Shield,Individual,13720,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",289,91.71,2 years,Cosmetic Surgery,Discounted Medicines,Adults
POL4438,Aetna,Critical Guard,Corporate,18291,Full Coverage,"60+ years, Medical Checkup Required",175,85.85,1 year,Maternity Benefits,Free Annual Checkup,Seniors
POL4439,MetLife,Senior Secure,Individual,33708,"Critical Illness, Surgery","60+ years, Medical Checkup Required",175,85.34,1 year,Cosmetic Surgery,24/7 Teleconsultation,Children
POL4440,Cigna,Critical Guard,Individual,7655,"Critical Illness, Surgery","60+ years, Medical Checkup Required",60,75.21,3 months,Maternity Benefits,Discounted Medicines,Adults
POL4441,Blue Cross,Family Protect,Senior Citizen,41386,Full Coverage,"Employed, Company-sponsored",95,77.12,6 months,Maternity Benefits,24/7 Teleconsultation,Corporate
POL4442,MetLife,Comprehensive Plus,Corporate,31980,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",289,79.86,1 month,Maternity Benefits,Free Annual Checkup,Critical Illness
POL4443,Humana,Senior Secure,Individual,48018,Full Coverage,"60+ years, Medical Checkup Required",272,84.16,2 years,Cosmetic Surgery,Free Annual Checkup,Children
POL4444,Aetna,Comprehensive Plus,Individual,34100,"Hospitalization, OPD","60+ years, Medical Checkup Required",112,96.23,6 months,Dental & Vision,Fitness Membership,Seniors
POL4445,Blue Cross,Basic Care,Corporate,35507,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",394,74.6,6 months,Maternity Benefits,24/7 Teleconsultation,Corporate
POL4446,Blue Cross,Basic Care,Senior Citizen,21742,"Critical Illness, Surgery","60+ years, Medical Checkup Required",312,77.03,1 year,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL4447,MetLife,Critical Guard,Family,19591,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",72,83.1,1 year,Maternity Benefits,Free Annual Checkup,Adults
POL4448,Aetna,Family Protect,Family,30426,"Critical Illness, Surgery","Employed, Company-sponsored",297,95.05,1 year,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4449,Aetna,Corporate Shield,Individual,18427,Full Coverage,"18-60 years, No pre-existing conditions",429,88.27,6 months,Cosmetic Surgery,Discounted Medicines,Seniors
POL4450,Humana,Basic Care,Senior Citizen,32721,"Hospitalization, OPD","60+ years, Medical Checkup Required",117,78.44,1 year,Maternity Benefits,Free Annual Checkup,Critical Illness
POL4451,Aetna,Family Protect,Corporate,48761,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",153,96.21,3 months,Dental & Vision,Discounted Medicines,Adults
POL4452,Blue Cross,Senior Secure,Family,30013,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",274,96.71,1 year,Dental & Vision,Discounted Medicines,Critical Illness
POL4453,Humana,Basic Care,Corporate,9148,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",473,93.69,2 years,Dental & Vision,Fitness Membership,Adults
POL4454,MetLife,Corporate Shield,Family,49660,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",268,75.57,1 year,Maternity Benefits,Free Annual Checkup,Adults
POL4455,Blue Cross,Critical Guard,Senior Citizen,9413,"Critical Illness, Surgery","Employed, Company-sponsored",266,90.56,3 months,Maternity Benefits,Fitness Membership,Adults
POL4456,Blue Cross,Senior Secure,Corporate,40285,Full Coverage,"Employed, Company-sponsored",69,96.45,1 month,Dental & Vision,Free Annual Checkup,Critical Illness
POL4457,Humana,Critical Guard,Corporate,32368,"Critical Illness, Surgery","60+ years, Medical Checkup Required",404,89.58,2 years,Maternity Benefits,Discounted Medicines,Children
POL4458,Aetna,Senior Secure,Family,41813,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",176,75.44,2 years,Cosmetic Surgery,Free Annual Checkup,Children
POL4459,Humana,Corporate Shield,Family,42564,Full Coverage,"18-60 years, No pre-existing conditions",299,77.07,2 years,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL4460,UnitedHealth,Critical Guard,Individual,6208,"Hospitalization, OPD","18-60 years, No pre-existing conditions",158,79.13,3 months,Maternity Benefits,Free Annual Checkup,Seniors
POL4461,Aetna,Family Protect,Individual,19911,"Hospitalization, OPD","60+ years, Medical Checkup Required",419,95.33,1 month,Maternity Benefits,Discounted Medicines,Seniors
POL4462,Cigna,Corporate Shield,Individual,45447,"Maternity, Vision, Dental","Self-employed, Tax Benefits",158,75.3,1 year,Maternity Benefits,Discounted Medicines,Corporate
POL4463,Humana,Corporate Shield,Individual,41178,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",205,76.34,1 month,Dental & Vision,Free Annual Checkup,Children
POL4464,MetLife,Family Protect,Senior Citizen,6656,"Critical Illness, Surgery","60+ years, Medical Checkup Required",393,77.26,1 year,Maternity Benefits,24/7 Teleconsultation,Critical Illness
POL4465,Kaiser Permanente,Family Protect,Family,18858,"Maternity, Vision, Dental","Self-employed, Tax Benefits",236,86.34,6 months,Maternity Benefits,Free Annual Checkup,Children
POL4466,Humana,Corporate Shield,Corporate,44148,"Hospitalization, OPD","60+ years, Medical Checkup Required",145,81.28,3 months,Dental & Vision,Free Annual Checkup,Children
POL4467,UnitedHealth,Comprehensive Plus,Corporate,29380,Full Coverage,"Self-employed, Tax Benefits",256,75.5,6 months,Dental & Vision,Discounted Medicines,Corporate
POL4468,Cigna,Senior Secure,Senior Citizen,7693,"Critical Illness, Surgery","60+ years, Medical Checkup Required",225,77.96,2 years,Dental & Vision,Discounted Medicines,Adults
POL4469,Aetna,Comprehensive Plus,Senior Citizen,5928,"Hospitalization, OPD","60+ years, Medical Checkup Required",294,97.78,2 years,Maternity Benefits,Fitness Membership,Corporate
POL4470,Cigna,Basic Care,Family,26464,"Hospitalization, OPD","60+ years, Medical Checkup Required",480,71.57,6 months,Cosmetic Surgery,Free Annual Checkup,Seniors
POL4471,Blue Cross,Corporate Shield,Corporate,25313,"Hospitalization, OPD","Employed, Company-sponsored",454,73.04,6 months,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL4472,Blue Cross,Basic Care,Individual,13145,Full Coverage,"18-60 years, No pre-existing conditions",357,72.47,3 months,Pre-existing conditions (2 years),Fitness Membership,Children
POL4473,Cigna,Senior Secure,Corporate,16973,"Maternity, Vision, Dental","Employed, Company-sponsored",238,90.46,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL4474,Cigna,Critical Guard,Family,34752,Full Coverage,"Employed, Company-sponsored",253,76.73,6 months,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL4475,Aetna,Comprehensive Plus,Family,25810,"Maternity, Vision, Dental","Self-employed, Tax Benefits",89,80.69,2 years,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL4476,Cigna,Critical Guard,Corporate,22085,"Hospitalization, OPD","60+ years, Medical Checkup Required",344,95.87,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL4477,Kaiser Permanente,Senior Secure,Senior Citizen,38205,"Maternity, Vision, Dental","Employed, Company-sponsored",351,92.43,1 year,Cosmetic Surgery,Discounted Medicines,Seniors
POL4478,Kaiser Permanente,Basic Care,Corporate,47188,"Critical Illness, Surgery","Employed, Company-sponsored",56,91.26,1 year,Dental & Vision,Fitness Membership,Seniors
POL4479,Kaiser Permanente,Corporate Shield,Individual,33210,Full Coverage,"60+ years, Medical Checkup Required",390,88.81,3 months,Cosmetic Surgery,Fitness Membership,Seniors
POL4480,Kaiser Permanente,Family Protect,Individual,16356,"Hospitalization, OPD","18-60 years, No pre-existing conditions",265,70.54,3 months,Maternity Benefits,24/7 Teleconsultation,Adults
POL4481,Blue Cross,Senior Secure,Family,27919,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",87,72.92,3 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL4482,Humana,Basic Care,Senior Citizen,32590,Full Coverage,"18-60 years, No pre-existing conditions",131,96.51,2 years,Cosmetic Surgery,Fitness Membership,Critical Illness
POL4483,Humana,Comprehensive Plus,Individual,16620,"Maternity, Vision, Dental","Employed, Company-sponsored",257,92.34,2 years,Maternity Benefits,Discounted Medicines,Corporate
POL4484,Blue Cross,Critical Guard,Senior Citizen,34740,Full Coverage,"60+ years, Medical Checkup Required",318,77.21,3 months,Dental & Vision,Discounted Medicines,Critical Illness
POL4485,Aetna,Comprehensive Plus,Individual,46884,Full Coverage,"18-60 years, No pre-existing conditions",277,78.92,3 months,Maternity Benefits,Fitness Membership,Adults
POL4486,Cigna,Critical Guard,Individual,13466,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",209,70.29,6 months,Dental & Vision,Free Annual Checkup,Children
POL4487,Humana,Comprehensive Plus,Senior Citizen,34496,"Critical Illness, Surgery","Self-employed, Tax Benefits",253,71.02,3 months,Maternity Benefits,Discounted Medicines,Children
POL4488,Aetna,Senior Secure,Corporate,31846,"Hospitalization, OPD","Self-employed, Tax Benefits",410,88.02,1 month,Dental & Vision,Discounted Medicines,Critical Illness
POL4489,MetLife,Comprehensive Plus,Family,18261,"Critical Illness, Surgery","Employed, Company-sponsored",89,81.17,3 months,Maternity Benefits,Discounted Medicines,Corporate
POL4490,Cigna,Corporate Shield,Family,19980,"Hospitalization, OPD","18-60 years, No pre-existing conditions",330,91.62,1 year,Dental & Vision,24/7 Teleconsultation,Corporate
POL4491,MetLife,Family Protect,Family,28527,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",353,70.29,6 months,Cosmetic Surgery,Fitness Membership,Adults
POL4492,Blue Cross,Corporate Shield,Senior Citizen,45305,"Critical Illness, Surgery","60+ years, Medical Checkup Required",285,88.2,2 years,Dental & Vision,Discounted Medicines,Critical Illness
POL4493,Humana,Senior Secure,Individual,48293,"Maternity, Vision, Dental","Self-employed, Tax Benefits",99,89.65,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL4494,Blue Cross,Comprehensive Plus,Family,40821,Full Coverage,"Employed, Company-sponsored",444,72.63,6 months,Dental & Vision,Fitness Membership,Critical Illness
POL4495,Cigna,Basic Care,Corporate,7053,Full Coverage,"18-60 years, No pre-existing conditions",250,88.48,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Seniors
POL4496,Cigna,Family Protect,Senior Citizen,22627,"Hospitalization, OPD","60+ years, Medical Checkup Required",446,71.7,1 month,Maternity Benefits,Discounted Medicines,Children
POL4497,UnitedHealth,Senior Secure,Family,19849,"Maternity, Vision, Dental","Self-employed, Tax Benefits",136,75.79,3 months,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL4498,Blue Cross,Basic Care,Individual,47867,"Hospitalization, OPD","18-60 years, No pre-existing conditions",356,86.14,3 months,Dental & Vision,Free Annual Checkup,Adults
POL4499,Kaiser Permanente,Comprehensive Plus,Senior Citizen,18922,"Hospitalization, OPD","Employed, Company-sponsored",414,89.27,1 year,Dental & Vision,Free Annual Checkup,Children
POL4500,Blue Cross,Critical Guard,Corporate,21964,"Maternity, Vision, Dental","Employed, Company-sponsored",353,86.44,2 years,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4501,Cigna,Comprehensive Plus,Senior Citizen,22768,"Hospitalization, OPD","Employed, Company-sponsored",61,70.66,1 year,Cosmetic Surgery,Fitness Membership,Children
POL4502,MetLife,Senior Secure,Individual,32621,"Hospitalization, OPD","18-60 years, No pre-existing conditions",168,77.75,6 months,Maternity Benefits,Fitness Membership,Corporate
POL4503,Blue Cross,Corporate Shield,Family,39450,"Critical Illness, Surgery","Self-employed, Tax Benefits",246,79.67,6 months,Pre-existing conditions (2 years),Fitness Membership,Adults
POL4504,MetLife,Family Protect,Individual,43370,Full Coverage,"18-60 years, No pre-existing conditions",404,72.17,1 year,Dental & Vision,Discounted Medicines,Children
POL4505,Blue Cross,Family Protect,Corporate,22528,"Hospitalization, OPD","18-60 years, No pre-existing conditions",466,94.76,1 year,Dental & Vision,Fitness Membership,Children
POL4506,Cigna,Basic Care,Corporate,32927,Full Coverage,"Self-employed, Tax Benefits",162,87.32,1 month,Dental & Vision,Free Annual Checkup,Adults
POL4507,MetLife,Family Protect,Corporate,25177,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",353,78.51,1 year,Pre-existing conditions (2 years),Fitness Membership,Children
POL4508,Kaiser Permanente,Family Protect,Senior Citizen,5742,"Hospitalization, OPD","60+ years, Medical Checkup Required",278,95.95,3 months,Cosmetic Surgery,Fitness Membership,Seniors
POL4509,Humana,Senior Secure,Corporate,41605,"Maternity, Vision, Dental","Self-employed, Tax Benefits",148,82.44,2 years,Dental & Vision,24/7 Teleconsultation,Children
POL4510,UnitedHealth,Corporate Shield,Individual,39252,"Critical Illness, Surgery","60+ years, Medical Checkup Required",171,87.71,1 year,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL4511,Blue Cross,Basic Care,Corporate,15902,Full Coverage,"Self-employed, Tax Benefits",77,93.85,1 year,Cosmetic Surgery,Free Annual Checkup,Adults
POL4512,MetLife,Corporate Shield,Family,30312,"Maternity, Vision, Dental","Employed, Company-sponsored",341,91.86,2 years,Maternity Benefits,Fitness Membership,Seniors
POL4513,Kaiser Permanente,Senior Secure,Corporate,49570,Full Coverage,"Self-employed, Tax Benefits",461,74.4,1 month,Dental & Vision,Discounted Medicines,Children
POL4514,Humana,Senior Secure,Individual,13230,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",173,81.67,6 months,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4515,Humana,Family Protect,Senior Citizen,46739,"Hospitalization, OPD","60+ years, Medical Checkup Required",296,72.59,2 years,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL4516,UnitedHealth,Corporate Shield,Senior Citizen,22208,Full Coverage,"18-60 years, No pre-existing conditions",243,81.84,6 months,Dental & Vision,Fitness Membership,Critical Illness
POL4517,Kaiser Permanente,Family Protect,Senior Citizen,35196,"Hospitalization, OPD","60+ years, Medical Checkup Required",384,83.19,3 months,Maternity Benefits,Free Annual Checkup,Critical Illness
POL4518,Blue Cross,Senior Secure,Senior Citizen,28568,"Maternity, Vision, Dental","Self-employed, Tax Benefits",113,76.22,3 months,Dental & Vision,Fitness Membership,Children
POL4519,UnitedHealth,Corporate Shield,Senior Citizen,9644,"Hospitalization, OPD","18-60 years, No pre-existing conditions",390,95.76,3 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL4520,Aetna,Senior Secure,Individual,29075,Full Coverage,"Employed, Company-sponsored",51,92.35,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL4521,Kaiser Permanente,Family Protect,Senior Citizen,31745,Full Coverage,"60+ years, Medical Checkup Required",236,78.15,1 month,Dental & Vision,24/7 Teleconsultation,Seniors
POL4522,Aetna,Critical Guard,Family,43542,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",55,90.8,1 year,Maternity Benefits,24/7 Teleconsultation,Critical Illness
POL4523,MetLife,Critical Guard,Family,29565,"Hospitalization, OPD","60+ years, Medical Checkup Required",86,89.6,1 year,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4524,Blue Cross,Comprehensive Plus,Family,43274,"Maternity, Vision, Dental","Self-employed, Tax Benefits",366,95.33,3 months,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL4525,Kaiser Permanente,Basic Care,Individual,31267,"Maternity, Vision, Dental","Employed, Company-sponsored",210,94.17,2 years,Maternity Benefits,Free Annual Checkup,Children
POL4526,Aetna,Critical Guard,Individual,5073,Full Coverage,"Self-employed, Tax Benefits",494,78.05,1 month,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4527,MetLife,Corporate Shield,Individual,15705,"Hospitalization, OPD","60+ years, Medical Checkup Required",336,84.51,3 months,Dental & Vision,Free Annual Checkup,Children
POL4528,Blue Cross,Family Protect,Corporate,9889,"Hospitalization, OPD","Self-employed, Tax Benefits",490,83.17,3 months,Dental & Vision,Free Annual Checkup,Seniors
POL4529,Humana,Senior Secure,Family,23828,"Critical Illness, Surgery","Self-employed, Tax Benefits",261,97.13,1 month,Maternity Benefits,Discounted Medicines,Critical Illness
POL4530,MetLife,Critical Guard,Individual,48612,"Critical Illness, Surgery","Self-employed, Tax Benefits",466,96.06,6 months,Pre-existing conditions (2 years),Fitness Membership,Children
POL4531,Blue Cross,Comprehensive Plus,Family,19621,"Hospitalization, OPD","Employed, Company-sponsored",304,96.03,6 months,Maternity Benefits,24/7 Teleconsultation,Children
POL4532,UnitedHealth,Basic Care,Individual,6128,"Maternity, Vision, Dental","Employed, Company-sponsored",130,72.4,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL4533,Kaiser Permanente,Basic Care,Senior Citizen,49208,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",447,78.38,3 months,Cosmetic Surgery,24/7 Teleconsultation,Critical Illness
POL4534,UnitedHealth,Corporate Shield,Corporate,11355,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",419,86.99,6 months,Dental & Vision,24/7 Teleconsultation,Seniors
POL4535,Kaiser Permanente,Comprehensive Plus,Individual,25876,"Hospitalization, OPD","60+ years, Medical Checkup Required",368,76.39,2 years,Dental & Vision,Fitness Membership,Critical Illness
POL4536,Aetna,Comprehensive Plus,Individual,47082,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",145,93.09,3 months,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL4537,Aetna,Basic Care,Corporate,34263,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",414,76.4,1 year,Maternity Benefits,Discounted Medicines,Adults
POL4538,Cigna,Corporate Shield,Corporate,35841,Full Coverage,"18-60 years, No pre-existing conditions",182,73.04,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL4539,Blue Cross,Senior Secure,Family,45586,Full Coverage,"60+ years, Medical Checkup Required",487,93.61,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL4540,Cigna,Critical Guard,Corporate,27696,"Hospitalization, OPD","Employed, Company-sponsored",73,83.41,1 year,Maternity Benefits,Discounted Medicines,Children
POL4541,UnitedHealth,Senior Secure,Senior Citizen,19895,Full Coverage,"18-60 years, No pre-existing conditions",116,76.54,6 months,Maternity Benefits,24/7 Teleconsultation,Corporate
POL4542,UnitedHealth,Basic Care,Corporate,45456,"Critical Illness, Surgery","Employed, Company-sponsored",71,93.15,3 months,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4543,Cigna,Comprehensive Plus,Corporate,46258,"Hospitalization, OPD","60+ years, Medical Checkup Required",67,81.06,1 month,Dental & Vision,Free Annual Checkup,Critical Illness
POL4544,UnitedHealth,Critical Guard,Individual,38435,"Maternity, Vision, Dental","Self-employed, Tax Benefits",122,95.49,3 months,Pre-existing conditions (2 years),Fitness Membership,Adults
POL4545,Aetna,Corporate Shield,Corporate,19016,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",253,84.0,1 year,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL4546,UnitedHealth,Basic Care,Individual,21914,"Hospitalization, OPD","60+ years, Medical Checkup Required",279,77.72,6 months,Cosmetic Surgery,Fitness Membership,Corporate
POL4547,UnitedHealth,Comprehensive Plus,Corporate,31388,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",406,80.49,2 years,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4548,Humana,Critical Guard,Senior Citizen,32772,"Maternity, Vision, Dental","Employed, Company-sponsored",344,77.78,3 months,Maternity Benefits,Discounted Medicines,Adults
POL4549,MetLife,Basic Care,Senior Citizen,49652,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",288,97.49,6 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL4550,Aetna,Basic Care,Family,17477,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",201,71.54,1 month,Dental & Vision,Fitness Membership,Seniors
POL4551,Aetna,Critical Guard,Senior Citizen,14411,"Hospitalization, OPD","Employed, Company-sponsored",339,89.26,1 year,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL4552,UnitedHealth,Comprehensive Plus,Corporate,7697,Full Coverage,"18-60 years, No pre-existing conditions",369,70.84,6 months,Maternity Benefits,Free Annual Checkup,Corporate
POL4553,Cigna,Comprehensive Plus,Family,34074,Full Coverage,"18-60 years, No pre-existing conditions",89,80.88,1 month,Dental & Vision,Free Annual Checkup,Children
POL4554,Cigna,Corporate Shield,Individual,49297,Full Coverage,"Employed, Company-sponsored",108,71.46,2 years,Dental & Vision,24/7 Teleconsultation,Corporate
POL4555,Humana,Senior Secure,Family,35848,Full Coverage,"18-60 years, No pre-existing conditions",277,74.84,3 months,Maternity Benefits,24/7 Teleconsultation,Adults
POL4556,Cigna,Corporate Shield,Individual,39510,"Maternity, Vision, Dental","Self-employed, Tax Benefits",239,86.08,2 years,Maternity Benefits,24/7 Teleconsultation,Adults
POL4557,MetLife,Comprehensive Plus,Individual,32243,Full Coverage,"18-60 years, No pre-existing conditions",61,75.83,3 months,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL4558,MetLife,Comprehensive Plus,Corporate,22444,Full Coverage,"Employed, Company-sponsored",432,80.28,6 months,Dental & Vision,Fitness Membership,Critical Illness
POL4559,MetLife,Comprehensive Plus,Corporate,49659,"Hospitalization, OPD","Employed, Company-sponsored",131,88.56,6 months,Dental & Vision,Discounted Medicines,Critical Illness
POL4560,Humana,Critical Guard,Individual,15780,"Hospitalization, OPD","Self-employed, Tax Benefits",496,77.76,2 years,Cosmetic Surgery,Fitness Membership,Children
POL4561,Cigna,Critical Guard,Family,35041,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",359,74.2,1 year,Maternity Benefits,Free Annual Checkup,Seniors
POL4562,Humana,Senior Secure,Family,8954,"Critical Illness, Surgery","Self-employed, Tax Benefits",415,93.37,2 years,Maternity Benefits,Fitness Membership,Children
POL4563,Blue Cross,Comprehensive Plus,Senior Citizen,19765,"Hospitalization, OPD","Self-employed, Tax Benefits",358,77.55,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL4564,Kaiser Permanente,Basic Care,Corporate,8428,"Hospitalization, OPD","18-60 years, No pre-existing conditions",298,73.28,6 months,Cosmetic Surgery,Fitness Membership,Adults
POL4565,Cigna,Critical Guard,Family,35423,Full Coverage,"Employed, Company-sponsored",166,90.4,2 years,Maternity Benefits,Fitness Membership,Children
POL4566,Kaiser Permanente,Family Protect,Individual,31478,"Hospitalization, OPD","Self-employed, Tax Benefits",354,83.89,3 months,Maternity Benefits,Discounted Medicines,Corporate
POL4567,UnitedHealth,Corporate Shield,Senior Citizen,25179,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",196,72.27,1 year,Dental & Vision,24/7 Teleconsultation,Children
POL4568,Humana,Basic Care,Senior Citizen,45872,"Hospitalization, OPD","Self-employed, Tax Benefits",475,75.86,1 month,Dental & Vision,Fitness Membership,Critical Illness
POL4569,Kaiser Permanente,Critical Guard,Family,39511,"Maternity, Vision, Dental","Self-employed, Tax Benefits",63,79.8,1 year,Cosmetic Surgery,Discounted Medicines,Corporate
POL4570,Kaiser Permanente,Basic Care,Family,24124,Full Coverage,"Self-employed, Tax Benefits",62,89.53,1 year,Maternity Benefits,Discounted Medicines,Corporate
POL4571,UnitedHealth,Comprehensive Plus,Senior Citizen,46234,"Maternity, Vision, Dental","Employed, Company-sponsored",469,79.47,6 months,Maternity Benefits,Discounted Medicines,Adults
POL4572,MetLife,Corporate Shield,Senior Citizen,22171,"Maternity, Vision, Dental","Self-employed, Tax Benefits",111,86.47,2 years,Dental & Vision,Discounted Medicines,Seniors
POL4573,Blue Cross,Corporate Shield,Senior Citizen,30454,"Maternity, Vision, Dental","Self-employed, Tax Benefits",412,93.3,6 months,Maternity Benefits,Free Annual Checkup,Children
POL4574,Humana,Senior Secure,Corporate,36873,"Critical Illness, Surgery","Self-employed, Tax Benefits",310,93.55,1 year,Cosmetic Surgery,Fitness Membership,Critical Illness
POL4575,Kaiser Permanente,Senior Secure,Individual,6243,Full Coverage,"Self-employed, Tax Benefits",489,91.9,6 months,Maternity Benefits,Free Annual Checkup,Adults
POL4576,MetLife,Comprehensive Plus,Senior Citizen,36842,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",88,74.82,1 month,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL4577,Blue Cross,Family Protect,Individual,9520,Full Coverage,"Self-employed, Tax Benefits",112,97.85,3 months,Maternity Benefits,Fitness Membership,Adults
POL4578,Cigna,Basic Care,Family,25075,"Hospitalization, OPD","Employed, Company-sponsored",229,75.67,2 years,Dental & Vision,Discounted Medicines,Critical Illness
POL4579,Kaiser Permanente,Corporate Shield,Individual,44214,Full Coverage,"Self-employed, Tax Benefits",457,75.65,3 months,Maternity Benefits,Fitness Membership,Corporate
POL4580,UnitedHealth,Critical Guard,Individual,37029,"Hospitalization, OPD","18-60 years, No pre-existing conditions",476,70.43,6 months,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL4581,Humana,Basic Care,Corporate,29120,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",351,85.5,1 month,Maternity Benefits,Fitness Membership,Critical Illness
POL4582,Aetna,Senior Secure,Corporate,29858,"Maternity, Vision, Dental","Self-employed, Tax Benefits",93,92.71,1 year,Dental & Vision,24/7 Teleconsultation,Children
POL4583,UnitedHealth,Critical Guard,Senior Citizen,34510,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",375,78.62,1 year,Dental & Vision,Fitness Membership,Adults
POL4584,Kaiser Permanente,Family Protect,Senior Citizen,30422,"Maternity, Vision, Dental","Employed, Company-sponsored",237,94.23,2 years,Dental & Vision,Free Annual Checkup,Corporate
POL4585,Humana,Basic Care,Individual,42065,"Hospitalization, OPD","Self-employed, Tax Benefits",162,78.69,6 months,Dental & Vision,Free Annual Checkup,Seniors
POL4586,Aetna,Corporate Shield,Senior Citizen,20812,"Hospitalization, OPD","Employed, Company-sponsored",195,71.32,3 months,Cosmetic Surgery,Discounted Medicines,Adults
POL4587,Aetna,Corporate Shield,Family,28820,"Maternity, Vision, Dental","Self-employed, Tax Benefits",494,74.5,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL4588,Kaiser Permanente,Corporate Shield,Family,27485,"Hospitalization, OPD","Employed, Company-sponsored",314,85.56,6 months,Cosmetic Surgery,Discounted Medicines,Seniors
POL4589,Humana,Critical Guard,Corporate,49307,"Critical Illness, Surgery","60+ years, Medical Checkup Required",445,88.31,6 months,Maternity Benefits,Free Annual Checkup,Children
